id,date,username,tweet,Kategori
1351466053470064640,2021-01-19,zulkarn1988,"“Vaksin Covid -19 Sinovac itu halal dan aman bagi tubuh yang menggunakannya, dan ia menjadi pelindung dari penularan virus corona,” tegas Nova Iriansyah  #VaksinCovid19  #VaksinSinovac  #VaksinCorona    https://t.co/Xs6rjaWqm3",1
1351442323796725760,2021-01-19,en_jang,"Karena prinsip nya begini, semua penyakit pasti ada obatnya. Termasuk dimasa Pandemi Corona ini, obatnya ya hanya vaksin. #BarcodeVaksin",1
1351440316537073665,2021-01-19,natasyareny,Vaksin ini bersifat melindungi agar terhindar dari penyebaran virus Corona  #BarcodeVaksin  https://t.co/h2qkgnTsNZ,1
1351438404081262593,2021-01-19,soklik_com,Perangi Corona dengan mendukung vaksin dan tetap mengikuti protokol kesehatan 3M.  - Memakai Masker dengan Benar - Menjaga Jarak &amp; Hindari Kerumunan -  Mencuci Tangan Pakai Sabun #soklik #staysafe #stayhealthy #vaksìncovid19 #vaksinasimelawanpandemi #efekvaksincovid #lawancorona  https://t.co/07SC8kOdoz,1
1351437557951651840,2021-01-19,buchronik,@msaid_didu Vaksin itu virus yang dilemahkan.. bisa jadi malah jadi kuat ketika masuk tubuh manusia. Yang bebas virus corona setelah di vaksin Corona bisa jadi org Corona??,2
1351432215230517248,2021-01-19,daemon_matrix,"#Pledis,. Plis jgn grasak grusuk kaya org DONGO !!!! Virus corona dr china, vaksin lo beli dr china, vaksin itu virus yg dilemahin, vaksin pun msh clinical trial, segitu begonya ngelola negara??? Ada ""aset revolusi 4.0"" kok ga bs di manfaatin buat bargaining sm korporat global",2
1351430765708382208,2021-01-19,daemon_matrix,"@tvOneNews Ya terinfeksi lah, itu vaksin kan isinya corona juga, Ini virus perang era baru, lawannya bkn dgn vaksin, rapid, swab, pake masker, kalo blm mampu perang fisik, mbok ya lawan dgn propaganda jg, gabung dgn negara yg satu tujuan, jgn cm jadi budak kapitalis aja dr jaman baheula",2
1351423584527294465,2021-01-19,rizky86829980,#Mending kena corona dari pada di vaksin.,2
1351417277518757888,2021-01-19,mun4fikunn,Ketua aja gak peduli dan sengaja melanggar aturan.... Apalg masyarakat...?? Selama positif sdh pelesir ke mana aja...? Jd gak usa bharap deh kl kasus Corona bakal segera mreda bahkan setelah ada vaksin... Pejabatnya dongok2 seh...!!  https://t.co/4mGF6UY9BI,2
1351416298048159745,2021-01-19,mrsrachelin,@Corona_KafirNw @DPR_RI @jokowi Urus negara sendiri dulu... Gmn tuh kadernya yg bikin gaduh tolak vaksin Covid-19??,2
1351408570080743430,2021-01-19,koko_borjuizt,"Rakyat kecil lebih butuh suntikan Dana ketimbang suntik vaksin.  Mereka tak takut corona, mereka lebih mementingkan kestabilan perekonomiannya.",2
1351405322133336064,2021-01-19,p3kll,Ayo sukseskan vaksin covid-19! Indonesia Sehat tanpa Corona!  #kementrianLHK #bli_klhk #p3kll,1
1351386703081062401,2021-01-19,sutaniskandari3,Intinya... Walaupun sudah divaksin.. Tidak menjamin kebal terhadap virus Corona...  Jadi... Apa faedah nya vaksin tersebut? Apakah hanya bisnis belaka?  https://t.co/Dmc08E0yzZ,2
1351382423297171459,2021-01-19,ranisor,"Vaksin Solusi Atasi Pandemi #JokowiResponsifBencanaAlam Vaksinasi nasional adalah harapan baru untuk mengakhiri pandemi Covid-19. Pemberian imunisasi wajib bagi seluruh masyarakat, tanpa kecuali. Kita tentu tidak mau tertular corona.   https://t.co/T5H7nF1Ykx",1
1351378956113510403,2021-01-19,sorotmata_212_,Fakta Vaksin Cina Komunis Malah Membawa Corona ...  Ayo Tolak Vaksin Cina Komunis !  #KuburJokowiCs #RushMoney  https://t.co/GsvsAJwOvj,2
1351370084917211138,2021-01-19,aprian_dito,Yok vaksin yok #BersatuLawanCovid19 #ganjardivaksin #jokowidivaksin #VaksinSinovac #vaksinuntukkita #vaksinasimelawanpandemi #VaksinasiNasional #AyoDaftarVaksin #vaksinyovaksin #Bali #vaksincorona #vaksinasidimulai  #VaksinHalal,1
1351366638063345666,2021-01-19,jabarsaberhoaks,"VAKSIN SINOVAC UNTUK KELINCI PERCOBAAN, MENGANDUNG BORAKS DAN FORMALIN  [MISLEADING CONTENT] Pemantauan pesan berantai di WA, vaksin virus corona Sinovac hanya untuk kelinci percobaan. Informasi tersebut tidak benar. Selengkapnya di:   https://t.co/54IQUiEWxM #jabarsabaerhoaks  https://t.co/JB78BbW0eW",2
1351359807240826880,2021-01-19,neng78873288,@CNNIndonesia Skrg gk mati kna corona. Mlh mati kna vaksin,2
1351330717184135168,2021-01-19,zahrild,"Vaksinasi adalah salah satu ikhtiar disamping ikhtiar lain diantaranya protokol Kesehatan yg ketat untuk menghadapi pandemi ini, moga negeri ini bisa keluar dari pandemi Covid-19 Aamiin Ya Allah... #SukseskanVaksinasi #vaksincorona  https://t.co/Cz8MzZg2FA",1
1351315172963414016,2021-01-19,miskinbanyak,"Vaksin udah ada ,psbb tetep diperpanjang fix ini bisnis bukan corona.",2
1351309435692408833,2021-01-19,roadrace2020,"@nooniez15 @Karinbahary2 @jokowi Vaksin tuh virus Corona yg dilemahkan ! Artinya loe disuntikan virus Corona juga ! Ngapain loe jaga jarak &amp; pakai masker berbulan²,klw ujung²nya malah sukarela disuntik virus juga ?! Orang tua loe klw punya banyak nyawa ga papa,klw habis disuntik, lewat ?   https://t.co/KB3nQvjTVg",2
1351306349901041666,2021-01-19,versucy,"@tvOneNews Waduh, heran saya Vaksinasi Corona virus di Indonesia tidak bermanfaat.  Semua disebut vaksin di bidangnya seharusnya benar-benar teruji kemampuannya  Untuk apa jika tidak ampuh, itu berbahaya seperti anda makan nasi terlalu banyak, penyakit diabetes siap menyerang anda @BPOM_RI",2
1351182147378438146,2021-01-18,kalap_corona,DIVAKSINASI KEMUDIAN TERPAPAR..  APA ARTI VAKSIN..?,2
1351155021245779973,2021-01-18,rusyanaagus676,Saya khawatir di vaksin bukannya kebal ehh malah jd terpapar virus Corona ... apalagi dari China itu vaksin @jokowi  @ridwankamil  @riekediahp  @erickthohir  @NajwaShihab  @mohmahfudmd  @ustadtengkuzul  @HumasKabBDG,2
1351151854546259977,2021-01-18,bebasbaru,"Tuhh kann...gimana rakyat ga curiga, belum apa-apa malah positif korona!  Setelah Di Vaksin Sinovac, 25 Relawan Sinovac di Bandung Malah Kena Corona…!  https://t.co/bZL80H8NLR via @bebasbaru",2
1351144165271351300,2021-01-18,gemacan213,😲😲😲 vaksin Corona-19 ...ada chipnya .....bahhh Corona dipakai kesempatan untuk masukin Chip...gila...bisa bisa dongo jadi #Goblok kaya cebong 👉 🐸🐸🐸  https://t.co/mJyvyMg7lA,2
1351141534423519235,2021-01-18,rahmatrudi9,vaksin virus corona aman  #tangkapgabener4nies  https://t.co/KseLbbsQYX,1
1351083956595286021,2021-01-18,rid840,@kumparan Penjajahan dahsyat lewat vaksin Corona. Memaksakan produk asing memenjarakan rakyat Indonesia.,2
1351077733930045442,2021-01-18,ipin_toelen,"Vaksinasi bukan berarti dapat menghilangkan virus corona, akan tetapi seseorang yang sudah disuntik vaksin bisa lebih kebal terhadap sebuah penyakit. #VaksinYuk  #VaksinYuk  https://t.co/BOuXXWAJnG",1
1351077489641205760,2021-01-18,dinamikaterkini,Jika kita saling mendukung insya Allah virus corona segera hilang.  Rakyat dukung vaksin.  #VaksinKita #VaksinKita #VaksinKita #VaksinKita #VaksinKita  https://t.co/eg6JWF4zO5,1
1351077027886084099,2021-01-18,rr_zorro,"Setelah divaksin bukan berarti kita secara otomatis akan terbebas dari virus corona. Pasalnya, perlu waktu agar vaksin bisa bekerja untuk menciptakan antibodi melawan Covid-19 ini. #VaksinYuk #VaksinYuk  https://t.co/9CwB6FzEVs",1
1351047236185169926,2021-01-18,ahh_mantapz,byebye corona  Rakyat Dukung Vaksin #Vaksinkita  https://t.co/szV4HjJEYJ,1
1351034159393857538,2021-01-18,tuanmuda501,"gw sih mikirnya klo corona benar2 ada, pasti para pejabat, petugas medis udah berebut ingin vaksin duluan",2
1351031564335923201,2021-01-18,alfiantukul,"Selain menjadi harapan sehat dan kebalnya imunitas dalam menghalau virus Corona, kehadiran vaksin turut menjadi harapan masyarakat agar kondisi finansial mereka segera pulih, baik itu bagi pekerja maupun pengusaha.  #VaksinKita  #IndonesiaMaju #BulekBanggapadamu #VaksinKita",1
1351031046268198914,2021-01-18,produsen2,@tempodotco Sekarang lagi lockdown lagi. Corona muncul lagi. Padahal cina negara pembaut vaksin.  Apakah vaksinnya abal abal.,2
1351018225140600832,2021-01-18,kogoyamartha,"Dukung vaksinasi nasional! Masyatakat sehat, corona lewat, ekonomi meningkat 🥰😍  Vaksin Lancar NKRI Pulih #TangkapGabener4nies  https://t.co/OpdnqUVR8r",1
1351007587584651267,2021-01-18,alfrisco9,"SIAP DI VAKSIN, Mari Kita sukseskan Vaksinasi Nasional Covid19 @jokowi @BNPB_Indonesia #vaksin #VaksinYoVaksin #vaksinasi #VaksinasiNasional #vaksincorona #VaksinKita #VaksinSinovac #vaksincovid19 #vaksinasimelawanpandemi #vaksin #VaksinBiarTenang #VaksinasiDimulai #vaksinasi  https://t.co/IBu0c71KPc",1
1350866518662238209,2021-01-18,fatika_mazie,"Selain vaksin corona, butuh banget vaksin kebodohan yang mengakar alami 😤😤",2
1350863024979013635,2021-01-18,roadrace2020,"Bego aja luh, mau jadi korban Si Novac ! Namanya juga vaksin Corona ! Virus Corona yg sudah dilemahkan ! Ya positif lah kau ! Apa Indonesia kekurangan monyet, sampai lu mau jadi sukarelawan vaksin Corona ?!    https://t.co/MF9kqqXSvU",2
1350771272817414145,2021-01-17,muh71985310,@detikcom kurang koordinasi.... terselah lah. dah g mau di vaksin   tiap hari berkerumun. . . .  corona bakal mengeliminasi kebodohan.,2
1350727352758648834,2021-01-17,ungu_sapi,Ayoo akhiri drama CORONA ini dengan Vaksinasi  Kalau ingin cepat berlalu mari vaksin !,1
1350667362895204353,2021-01-17,retha_monicaa,Lawan pandemi dengan vaksinasi...   Vaksinasi Covid-19 hrs kita lakukan utk memutus mata rantai penularan virus Corona.   Vaksin Boosting Herd Immunity #RingkusProvokatorAnginGunung  https://t.co/dP1Wjzuu7j,1
1350658520044040192,2021-01-17,virgin_97,"Vaksin Covid-19 penting kita lakukan untuk memutus rantai penularan virus Corona.  Memberi perlindungan kesehatan kepada kita dan keselamatan, keamanan bagi kita semuanya, masyarakat Indonesia.  Vaksin Boosting Herd Immunity #RingkusProvokatorAnginGunung  https://t.co/3pyjtUuwsB",1
1350610815838162945,2021-01-17,aderusmaya,"@fadlizon Cina lgi cina lgi.... Covid 19 snjata'a y.,sory mnding gue mati krna corona dripda cb vaksin dri cina 😂😂😂",2
1350608345355309056,2021-01-17,_fr525,"Alhamdulillah gak butuh vaksin, udah kebal corona",1
1350597844411944960,2021-01-17,anonymous_2024,Ga usah pakai vaksin Dr cina ...cukup dgn Pilkada Corona virus bertekuk lutut..wkwkwk😂,2
1350593590234214400,2021-01-17,tsetiady,wah vaksin menurunkan tingkat kematian akibat Corona sebanyak (0.02/0.0007)= 28.5x,1
1350574876839432193,2021-01-17,awal97119316,"Candamu gak lucu. Yang gak mau vaksin diancam penjara. Tong, lu inget tuh awal” pandemi malah napi dibebaskan. Seperti gali lubang tutup lubang, bebasin-penjarain  #coronavirus, #VaksinYoVaksin, #vaksincorona",2
1350483135138459649,2021-01-16,rfarocky,"Buat makan aja susah, gimana mau nebus vaksin dengan harga segitu? Abis vaksin masyarakat ekonomi lapis bawah memang bebas dari corona, tapi ga bebas dari malaikat maut karna abis duit gabisa makan. Yaa ini cuman pandangan saya aja, sekian",2
1350391165292597250,2021-01-16,imanhusayn,Siap di vaksin demi memutus rantai penularan virus covid 19... Semoga Allah mengangkat virus corona ini agar kita bisa beraktivitas seperti dulu... aamiiin  https://t.co/J9YTDNPvjl,1
1350365638858948611,2021-01-16,fakhirtb,@otwoldmoney Vape adalah vaksin corona yg ditutupi elite global.,2
1350364588278116353,2021-01-16,syahbandial,@OposisiCerdas ternyata setelah di vaksin buat tubuh kebal dari virus corona dan kebal hukum....mantaaaapppp,2
1350356298768871431,2021-01-16,bellpass1,"Kalo aku menjadi smakin ragu dgn kualitaz vaksinnya, boleh kaah..?¿  Duh, 23 Warga Meninggal Usai Disuntik Vaksin Corona  https://t.co/R0r1jyk4po",2
1350346297123852289,2021-01-16,edy_soebekti,@hendri_NCY alasan menolak vaksin adalah biar corona nya tetep awet dan bantuanya tetep dapat terus kan kampret...,2
1350303054864678913,2021-01-16,ranisor,"Vaksin Mantap Imun Kuat #TangkapMunarmanAntekISIS  https://t.co/oY2IfH6Le0 Hasil efikasi sementara vaksin Sinovac di Indonesia di kisaran 65,4 persen. Meski demikian Kepala BPOM mengatakan vaksin COVID-19 menimbulkan  imunogenitas terhadap virus Corona hingga 23 kali lipat.",1
1350294134074929154,2021-01-16,charaamell,Aku siap banget vaksin corona 💕💕💕💕 krn aku mau cpt hidup normal,1
1350263232439611393,2021-01-16,cnbcindonesia,"Duh, 23 Warga Meninggal Usai Disuntik Vaksin Corona  https://t.co/1l8p2d1fEf",2
1350249541006573568,2021-01-16,iqblzul,"Apapun alasan nya w gak mau pake vaksin corona and i will show u that corona isn't that dangerous if u understand it, let see🖕",2
1350232228320616448,2021-01-16,dianatajuddin,"Takut Corona, tapi takut vaksin karena buatan China, ga sama dengan yang dipakai Amerika Eropa.",2
1350160560894054400,2021-01-16,goldi10602795,"@detikcom @detikHealth Ga mungkin kalau vaksin sinovac itu tidak di suntik sama masyarakat china, dan hasil nya pertumbuhan virus CORONA, Ga Beres....nihh Tolak aja ahhh....",2
1350158746408763392,2021-01-16,goldi10602795,"Lama2 jadi curiga sama China ketika awal virus.dari mereka dan mereka membuat vaksin untuk menangulangi virus CORONA terus sekarang China lockdown kembali dan ada virus model baru apa ini akal2an mereka..? maklum partai penguasa di sana komunis,",2
1350140522430492673,2021-01-16,poconggkayangg,"kepikiran ga sih kalo yang di suntikin itu sebenernya bukan vaksin, tapi patch buat update bug fix corona, karna ada corona v2.1",2
1350129722542288896,2021-01-16,arry288,"@GodzilaTampan @Syaiful18532221 @fadlulrahman @tempodotco Udah dii kasih bukti ngeles mulu,pit sipit pantes byk cina komunis busuk,udah jadi pembawa virus corona kejamm,org lain disuruh beli vaksin rongsokan dasar rakus",2
1350119261100937216,2021-01-15,jaja9811,@JackHaryono @kumparan Buzzer anti vaksin semoga cepat mati kena corona,2
1350118895001108481,2021-01-15,iman100017,@geloraco Bisa jadi nanti lebih banyak mati keracunan vaksin nya dari pada terserang Virus Corona ya.,2
1350100588667670530,2021-01-15,syahmoedra_ren,Gue Bilang apa..?! Tolak Vaksin yg belum tentu Kebal Corona.,2
1350078999981039624,2021-01-15,kominfobekasi,Jangan takut untuk di suntik vaksin ya untuk membentengi diri dari virus Corona.   #vaksin #VaksinasiDimulai #vaksincovid19  #KotaBekasi,1
1350065202168016897,2021-01-15,cnnindonesia,Vaksin menjadi salah satu harapan untuk menekan penyebaran virus corona. Terdapat beraneka ragam vaksin dengan kandungan dan efek yang berbeda-beda. Berikut selengkapnya tentang 5 tipe vaksin covid-19 di  https://t.co/LdCrHUmjzF #Infografis  #CNNIndonesia  https://t.co/zH8M5vLH22,1
1350033795945119744,2021-01-15,heylinux,"@detikcom VAKSIN BUKAN JAMINAN KEBAL GAESS ,nona corona tidak bego kaya ente ya percaya aje propaganda judul berita",2
1350020165015134208,2021-01-15,katadatacoid,"Vaksin bukanlah ujung tombak pengendalian pandemi,namun salah satu penunjang mencegah penularan virus corona di Indonesia.   https://t.co/enIVHoVkYi",1
1349979649334394882,2021-01-15,harrythamrin,"Jangan takut, .. meninggal itu bukan karena corona atau vaksin tapi karena sudah ajal 🤭😬🤸‍♂️",1
1349937945608744964,2021-01-15,ketutar51226907,"Saya tidak peduli covid, tapi saya tidak menolak vaksin.... Karena dengan vaksin kepercayaan ekonomi akan tumbuh.. Anggap saja kita punya 3 jalan mati... Mati karena corona, mati karena lapar, ato mati karna vaksin ? (Itu misal) No ways.....just follow...",1
1349923747654823939,2021-01-15,refiani4,"Vaksinasi wajib lho, karena tanpa di vaksin maka kita akan mudah terpapar virus corona yg akibatnya bisa fatal. Pak Presiden aja divaksin, masa masih kita ragu!!! #VaksinUntukSemua #Kretagama #Airlangga  #JalanTengah  #SolusiKebangsaan @hartawan97 @lailalalala11 @antaranews  https://t.co/KR1m5UfkkP",1
1349895743591444480,2021-01-15,fanduholic,"Corona dari cina, vaksin buatan cina, tapi cina pakai vaksin yang bukan buatann???",2
1349868479722098690,2021-01-15,bonom99,"Masyarakat Nduga Menolak Vaksin corona, karena Negara tidak mampu mengurus  pangungsi Nduga.....   https://t.co/sw7JAOwpsl",2
1349863681668988929,2021-01-15,hayamwu52621043,"kita sudah jatuh ketimpa tanggapula...sudah dibodohi dengan virus corona sekarang vaksin, ya Tuhanku, selamatkan kami warga muslim semuanya, biarlah mereka disiksa dunia akherat para pendzholim2..",2
1349770367338835968,2021-01-15,jangkungguy,"Gua kalo jadi pemerintah, kalo tujuannya emang ini, gua sih bakal biarin aja rakyat meninggal gara gara corona.   Daripada buang buang duit negara buat vaksin.",2
1349766760430387200,2021-01-15,machfud93027064,SATU TAHUN SUDAH CORONA MELANDA NEGERI INI SEMOGA LEKAS MEMBAIK. KAMI BERHARAP BESAR KEPADA PEMERINTAH DAPAT MENYELESAIKAN. SEMOGA VAKSIN DAPAT EFEKTIF AMIIN .JANGAN SAMPAI LARENA PERUT LAPAR KAMI MENJADI GELAP MATA.   #GanjarDiVaksin #ibhrs #KalijagaNagihJanji #Felix  https://t.co/pq6NeRZYK8,1
1349762384647254016,2021-01-14,elroy26722641,sesungguhnya vaksin yg paling ampuh itu adalah pilkada... Karena berkat pilkada corona hilang sejenak,2
1349729005902065667,2021-01-14,ricky_krwn,"Dulu lockdown, Jualan rapid test Kemarin jualan swab test sama rapid test antigen, Sekarang jualan vaksin corona, Besok apa ya?? APD lengkap mungkin, 😂  Negara apa pasar???  #VaksinCorona",2
1349718188255191044,2021-01-14,andikameiza,Salah satu pembodohan gak sih? Abis vaksin merdeka ya dari corona? Cmiiw,2
1349713227815350273,2021-01-14,bktjarvis,Yg dibutuhin vaksin corona apa vaksin kedunguan,2
1349700722980319232,2021-01-14,nanggeline,"Gw mau di vaksin, gw mau sehat, gw mau Indonesian juga sehat! Gw percaya sama pemerintah yg uda baik bgt kasih Vaksin gratis buat masyarakat. #ayovaksin #VaksinYoVaksin #VaksinCorona #coronagoaway",1
1349686493904732161,2021-01-14,akuhappyboy,"semoga vaksin beneran bisa ngatasin corona Aamiin ✨ daripada ngomong yang jelek"" ntar vaksin begitu atau begini mending doa yang baik ye kan?",1
1349663960379768837,2021-01-14,shintyasaj4,"Sayangi diri dan orang2 yang kita sayangi, vaksinasi covid19 penting kita lakukan untuk memutus rantai penularan corona virus.  Presiden Jokowi jadi penerima pertama vaksin covid19 kemarin. @jokowi @SatyaJogja_ @ary_moto  https://t.co/85RrguNN0b",1
1349646004400738306,2021-01-14,ra_arsya,emang klo sudah di vaksin bakal gak kena corona atau kebal corona?😥,2
1349642416752529413,2021-01-14,dwimondaa,"Tujuan utama vaksinasi adalah untuk memutus rantai penularan virus Corona, jadi perlu peran serta semua masyarakat Indonesia, yuk ikut vaksin yuk 🤗  https://t.co/rAEKr96OIo",1
1349628198061969410,2021-01-14,budiarto689,"Vaksin bertujuan membentuk antibodi untuk menghalau virus corona, dengan tubuh yg kuat maka mencegah penularan.  Indonesia &amp; RMP #PulihDenganVaksin  https://t.co/kKozcr2exS",1
1349619526497783809,2021-01-14,jakichen_,NEGARA TIDAK BOLEH BERBISNIS DENGAN RAKYATNYA #VaksinCorona #VaksinasiDimulai #VaksinKitaDatangLagi,2
1349586655154380802,2021-01-14,entinka43505355,Vaksin corona indonesia . Bismillah semoga indonesia sehat sehat . #Bersamakitavaksin,1
1349577232457469952,2021-01-14,hongnai_,SAMA CORONA PADA GAK TAKUT GILIRAN SAMA VAKSIN NYA PADA TAKUT  https://t.co/7wdDHqT6wn,2
1349568731693813763,2021-01-14,rwprast,"@TirtoID Selain vaksin Corona, kita juga butuh vaksin anti Bodoh",2
1349562417718546432,2021-01-14,diazahran,alhamdulillah vaksin corona udah ketemu. vaksin patah hati tolong dikembangkan :),1
1349529033319464961,2021-01-14,yunntak24,Ada suatu negara bisa nyiptain Corona. Jangan jangan lewat vaksin dia mau nyiptain zombie👀,2
1349524537084268545,2021-01-14,agussusilo789,"@salahsambungya Dia dibingungkan oleh CORONA. Dulu lockdown, trus ga wajib lockdown. Dulu hrs vaksin kl mo cepat ilang, skrg ga hrs vaksin. Dasar pelaku bisnisman, biar beli vaksin terus.",2
1349523769937707009,2021-01-14,gulasekilo,vaksin corona udah ada. tinggal nunggu vaksin kebodohan nih,2
1349516796882112512,2021-01-14,regar_oposisi,"Vaksin bukan berarti kebal terhadap virus corona,tetapi hanya meningkatkan imun kekebalan tubuh.    https://t.co/IsJci2HXW9",1
1349490305620353024,2021-01-14,ambisyuk7,"Tak Perlu Takut, Yakin Bahwa Vaksin Ini Sesuatu yang Halal dan Aman. hempaskan virus corona. #ImplementasiPemulihanRI  https://t.co/NjeWNDjU23",1
1349488820593463296,2021-01-14,mrsrachelin,"Pret, untuk keselamatan rakyat Pemerintah berikan Vaksin Covid-19 GRATIS.  Klo ada yg bilang pemerintah Jualan Vaksin cuma Tukang Hoax‼  Jokowi: Vaksin Corona Gratis, Jangan Ada yang Bilang Bayar  https://t.co/0TLGMX8NBd",2
1349459890096357376,2021-01-14,draculla_666,"Mau kebal kok di vaksin covid19, jadi orang Banten lah biar kebal! Ajakin Corona debus, paling juga mati sendiri nanti",2
1349383964532776962,2021-01-13,jr3ser,Vaksin aman ...... penting dilaksanakan utk kebaikan bersama  #VaksinSinovac #VaksinCorona #VaksinUntukNegeri #VaksinLolosUjiKlinis #VaksinYoVaksin  https://t.co/nYJa1JrXcT,1
1349377786159403010,2021-01-13,sujiwosantoso,Suntikan yang diperlukan selain suntikan vaksin corona adalah suntikan dana.,2
1349373345586847747,2021-01-13,apriiwb,"Gua ngeri Vaksin Corona buatan dari anak buah pengkor, canda anak buah",2
1349356922139410436,2021-01-13,rifan_tasyrifan,Vaksin bukan hanya tentang melindungi diri sendiri.. Tapi juga melindungi orang-orang disekitarmu :) #vaksincovid19 #VaksinCorona  https://t.co/hSXqXEDqK8,1
1349346477068324871,2021-01-13,yakobkause1,"Semoga vaksin nya bisa cepat sampai di masyarakat...Agar daya tahan tubuh kita kuat, Corona bisa cepat berlalu biar roda perekonomian kita bisa stabil kembali....hidup dan mati di tangan sang  kuasa....jangan takut di vaksin ikuti aja aturan pemerintah yg terbaik....",1
1349346156799660033,2021-01-13,rurianaw,"Harta, tahta, vaksin corona ~",1
1349323330952728586,2021-01-13,demokrasicoid,Nah Lho! Indonesia Diminta Tak Boleh Gugat Kalau Vaksin Corona Punya Efek Membahayakan - Follow @demokrasicoid   https://t.co/ZFK5AmMfVJ,2
1349313632941735941,2021-01-13,socuteih,Jangan egois ya temen-temen. Vaksinasi untuk menyelamatkan kita semua. Presiden Jokowi udah nunjukin kalau vaksin Corona aman .. .. #JokowiDiVaksin #VaksinasiDimulai  https://t.co/z8pwq5goX1,1
1349288283965046785,2021-01-13,bianca140372,BISNIS VIRUS SEDAP SEKALI YA!  Pfizer gak mau digugat kalo vaksin pfizer terbukti berefek samping.  Nah Lho! Indonesia Diminta Tak Boleh Gugat Kalau Vaksin Corona Punya Efek Membahayakan  https://t.co/vAgMPTGCv9  #FucksinChinaUnfaedah #FucksinChinaUnfaedah,2
